#,At the beginning of the pandemic did you work or study?,Family,Friends,Pets,Roommates,Alone,People I didn't know,How many people did you live with in that period?,Bored,Stressed,Free,Optimistic,Peaceful,Lonely,Disappointed,Frustrated,Threatened,Before covid,During covid,Bored,Stressed,Excited,Hopeful,Peaceful,Lonely,Vulnerable,Disappointed,Anxious,Mask mandate,Lockdown,Closing Workplace/University,Vaccination pass,Social distancing,Quarantine,Mask mandate,Lockdown,Closing Workplace/University,Vaccination pass,Social distancing,Quarantine,Proud,Optimistic,Indifferent,Vulnerable,Disappointed,Hostile,Threatened,Anxious,Free,No,"Yes, in 2020","Yes, in 2021","Yes, in 2022",Stressed,Optimistic,Peaceful,Lonely,Vulnerable,Disappointed,Frustrated,Anxious,Threatened,What were the priorities in your life *before* COVID-19?,What were the priorities in your life *during* COVID-19?,What is your main source of income?,Bored,Stressed,Free,Proud,Optimistic,Lonely,Disappointed,Frustrated,Anxious,Did your studying situation changed during COVID-19?,Change in personal interests,Change in learning modes,Family / Friends / Advisors Influence,Low grades,Better Career Prospects,Economic Difficulties,Started working,Other / I prefer not to answer,How would you describe your job?,"In your daily job, do you work directly with the public?",Free,Aggresive,Frustrated,Disappointed,Vulnerable,Lonely,Optimistic,enthusiastic,stressed,Did your professional situation change during COVID-19?,Why did your professional situation change?,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Do you feel you have gone back to your “normality”?,What is your job sector?,What is your major?,What is your gender?,Other,How old are you now?,Where did you grow up?,What is your ethnicity?,Which of these emotions do you associate with COVID-19?,utm_source,Start Date (UTC),Submit Date (UTC),Network ID
lr4nws6d3vnr8qfo06lr4n4omj3a1m8h,Work,Family,,Pets,,,,,Bored,Stressed,,,,Lonely,,,,Monthly,Daily,Bored,,,,,Lonely,Vulnerable,,,5,5,5,5,4,4,5,2,1,3,3,3,,,,,,Hostile,Threatened,,,No,,,,,,,,,,,,,"Mental health,Career & Finances,Relationships,Physical health,Family,Spirituality","Physical health,Career & Finances,Mental health,Relationships,Spirituality,Family",,,,,,,,,,,,,,,,,,,,Self - employed,0,,,Frustrated,Disappointed,Vulnerable,,,,,"Yes, I quit my job",Career prospects,4,2,4,2,5,5,5,3,5,Real Estate,,Female,,24-30,I come from abroad,Asian,Frustrated,,2022-06-28 17:15:17,2022-06-28 17:19:58,94eed888c3
kco9b7ls9xz7ea43kco1lgnwjk9obi14,Work,Family,,,,,,4,,,,,Peaceful,,,,,Weekly,Weekly,,,,,,,,Disappointed,,5,5,5,5,5,5,5,5,5,5,5,5,,Optimistic,,Vulnerable,Disappointed,,,,,No,,,,,,,,,,,,,"Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality","Physical health,Career & Finances,Family,Mental health,Relationships,Spirituality",,,,,,,,,,,,,,,,,,,,Permanent employed,0,,,Frustrated,,,,,,,"Yes, my company went out of business",Career prospects,5,5,5,5,5,5,5,5,3,Manufacturing & Logistics,,Male,,24-30,I'm from somewhere else in the US,White,Lonely,,2022-06-28 16:40:16,2022-06-28 16:45:08,6cb93b4268
frt07vtlzb8b83a83gzntfpfrt07vtm4,Work,,,,Roommates,,,9,Bored,,,,,,Disappointed,,,Monthly,Every 3 months,Bored,,,Hopeful,,,,,Anxious,4,4,4,4,3,5,4,4,4,3,4,5,,,,,Disappointed,,,Anxious,Free,No,,,,,,,,,,,,,"Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality","Relationships,Physical health,Mental health,Career & Finances,Spirituality,Family",,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,Aggresive,Frustrated,,,,,,,"No, it didn’t change",,3,3,4,4,3,3,4,4,5,Financials,,Male,,30-40,I'm from New York State,White,Lonely,xxxxx,2022-06-28 14:38:32,2022-06-28 14:42:00,deea16fd99
95qdv8h1stw9ahg7e95qdv8huzx9baqp,Work,Family,,,,,,2,,,,,Peaceful,,,,,Weekly,Weekly,,,,,Peaceful,,,,,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,Free,No,,,,,,,,,,,,,"Physical health,Career & Finances,Mental health,Relationships,Spirituality,Family","Physical health,Mental health,Career & Finances,Spirituality,Relationships,Family",,,,,,,,,,,,,,,,,,,,Fixed term employed,1,Free,,,,,,,,,"No, it didn’t change",,3,3,3,3,3,3,3,3,8,Health Care,,Male,,30-40,I come from abroad,Asian,Free,,2022-06-28 08:00:56,2022-06-28 08:13:08,1b1d361aa2
4jpp1vfs73bbfoyx9ds4jpp1h4plbnt2,Study,Family,,,,,,2,,,Free,Optimistic,,,,Frustrated,,Weekly,Daily,,,Excited,Hopeful,,,Vulnerable,,,5,3,3,2,2,3,5,2,2,2,2,2,,,,,,,,,Free,No,,,,,,,,,,,,,"Physical health,Mental health,Family,Relationships,Spirituality,Career & Finances","Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family",Scholarship,,,,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,3,5,5,5,3,2,,Engineering and Technology,Male,,20-24,I come from abroad,Asian,Optimistic,,2022-06-28 04:55:35,2022-06-28 05:02:58,d198c8ad12
l60bmo0rxi3j15rugunl60bmogyyb2id,Work,,,,,Alone,,,,,,,,,,,,Monthly,Every 3 months,,,,,,Lonely,,,Anxious,5,4,4,3,5,5,4,,3,2,4,5,,,,,,,,Anxious,,,,"Yes, in 2021",,Stressed,,,,,,,,,"Relationships,Career & Finances,Physical health,Mental health,Spirituality,Family","Relationships,Physical health,Mental health,Career & Finances,Spirituality,Family",,,,,,,,,,,,,,,,,,,,Unemployed,0,,Aggresive,,,,,,,,"Yes, my contract ended",Work environment,5,5,4,4,5,3,4,5,9,Information Technology,,Male,,24-30,I'm from New York State,White,Stressed,,2022-06-28 03:42:59,2022-06-28 03:47:14,b7abd04e35
84bbrt89jke38n7c8w84bbrode91uiwa,Work,,,,Roommates,,,3,,,,Optimistic,Peaceful,,,,,Weekly,Daily,,,,,,Lonely,,,,5,5,3,5,5,5,4,3,2,5,4,4,,,Indifferent,,,,Threatened,,,No,,,,,,,,,,,,,"Family,Relationships,Mental health,Physical health,Career & Finances,Spirituality","Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality",,,,,,,,,,,,,,,,,,,,Permanent employed,0,,,,,,Lonely,,,stressed,"Yes, due to smartworking",Work environment,5," 1",2," 1",5,5,4,4,8,Media & Entertainment,,Female,,30-40,I'm from somewhere else in the US,White,Lonely,,2022-06-28 03:00:34,2022-06-28 03:37:24,39dad41c16
mb4noxz7ika29ewa5g4kbmb4nd78dmo6,Work,,,,,Alone,,,,,,,,,,,,Weekly,Monthly,Bored,,,,Peaceful,,,,,2,2,2,3,3,3,3,3,3,4,4,2,,,Indifferent,,,,,,,No,,,,,,,,,,,,,"Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality","Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality",,,,,,,,,,,,,,,,,,,,Permanent employed,0,,,,,,Lonely,,,,"No, it didn’t change",,3,3,3,3,3,3,3,3,5,Energy production & Distribution,,Male,,24-30,I come from abroad,Asian,Lonely,,2022-06-28 03:27:04,2022-06-28 03:32:12,45a6b6941f
i2sg8w97j3qmv96rz88i2sg80lcn8k9u,Work,,Friends,,,,,1,,,Free,,Peaceful,,,,,Monthly,Monthly,Bored,,,,,Lonely,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,"Mental health,Physical health,Relationships,Family,Career & Finances,Spirituality","Mental health,Family,Physical health,Relationships,Career & Finances,Spirituality",,,,,,,,,,,,,,,,,,,,Homemaker,0,Free,,,,,,,,,"No, it didn’t change",,5,3,5,5,5,5,5,5,5,Information Technology,,Male,,24-30,I come from abroad,White,Stressed,xxxxx,2022-06-28 02:49:23,2022-06-28 02:59:34,920fe462a0
uvse0req6l8s5gpegx6uvse0reqg8jmt,Study,Family,,,,,,5,,,Free,Optimistic,Peaceful,,,,,Weekly,Daily,,,,,,Lonely,,Disappointed,Anxious,4,4,5,4,4,3,4,5,4,4,5,4,Proud,Optimistic,,,,,,,Free,No,,,,,,,,,,,,,"Relationships,Family,Career & Finances,Mental health,Physical health,Spirituality","Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family",Family,Bored,,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,4,2,2,3,2,2,4,5,,Economics,Female,,24-30,I'm from somewhere else in the US,Asian,Stressed,xxxxx,2022-06-28 02:30:27,2022-06-28 02:35:32,3cbd36b0f0
ai8vhk7zsr9xn73ebctai8vhwutzz9ay,Work,,,,,Alone,,,,,,,,,,,,Weekly,Monthly,,,,,,,Vulnerable,,,1,1,1,2,2,2,3,3,3,,3,3,,,,Vulnerable,Disappointed,,,,,,,"Yes, in 2021",,,,,,,,Frustrated,,,"Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality","Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality",,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,Frustrated,,,,,,,"Yes, I had a reduction in working hours and/or wage",Financial reasons,2,2,2,2,4,4,4,4,9,Information Technology,,Male,,30-40,I'm from New York State,White,Vulnerable,xxxxx,2022-06-28 02:29:30,2022-06-28 02:31:36,1986c3ee9c
0mw986l3ffhykurp0mwfqxzxk24wvucl,Work,,,Pets,,,,,,,,,,,,,Threatened,Weekly,Monthly,,,,,,,Vulnerable,,,1,1,,1,1,1,3,3,,3,3,3,,,,,,,Threatened,,,,,"Yes, in 2021",,,,,,,Disappointed,,,Threatened,"Family,Relationships,Physical health,Mental health,Career & Finances,Spirituality","Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality",,,,,,,,,,,,,,,,,,,,Unemployed,1,,,,,Vulnerable,,,,,"No, it didn’t change",," 1"," 1"," 1"," 1",3,3,3,3,9,Food & Consumer Goods,,Female,,24-30,I'm from New York State,White,Vulnerable,xxxxx,2022-06-28 02:26:14,2022-06-28 02:28:56,1986c3ee9c
vktascmgc1uu8lb9vktasc08fkhkxfdp,Work,,,,,Alone,,,,,,,,,,,,Monthly,Monthly,,,,,,,Vulnerable,,,4,2,2,3,4,3,3,1,1,2,2,1,,,,,,,,,Free,No,,,,,,,,,,,,,"Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances","Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances",,,,,,,,,,,,,,,,,,,,Business owner,1,,,,,,,,,stressed,"No, it didn’t change",,5,5,5,5,5,5,5,5,8,Consumer Services & Retail,,Male,,40-50,I'm from somewhere else in the US,White,Optimistic,xxxxx,2022-06-28 02:22:06,2022-06-28 02:26:00,315e0ae218
dspmrbmlj6ulv4rxai0dspmr7dyidehl,Work,,Friends,,,,,3,,,Free,,,,Disappointed,Frustrated,,Weekly,Monthly,,Stressed,,,,,,Disappointed,Anxious,5,3,4,4,3,4,5,3,2,5,3,4,,,,Vulnerable,,Hostile,,Anxious,,No,,,,,,,,,,,,,"Spirituality,Physical health,Career & Finances,Relationships,Mental health,Family","Family,Physical health,Relationships,Career & Finances,Mental health,Spirituality",,,,,,,,,,,,,,,,,,,,Business owner,0,,Aggresive,Frustrated,,,Lonely,,,,"No, it didn’t change",,3,2," 1",3,5,4,3,4,4,Consumer Services & Retail,,Male,,24-30,I'm from New York State,Hispanic / Latino,Free,xxxxx,2022-06-28 02:22:32,2022-06-28 02:23:57,96c50d6af5
26bd3nup1qvult1fzf326bd3ylnmga7f,Work,,,Pets,,,,,Bored,,,,Peaceful,,,Frustrated,,Weekly,Weekly,Bored,,,,,Lonely,,Disappointed,,3,3,3,4,3,3,3,3,3,3,3,3,,,,,Disappointed,Hostile,,Anxious,,,"Yes, in 2020",,,Stressed,,,,,Disappointed,Frustrated,,,"Family,Relationships,Career & Finances,Spirituality,Physical health,Mental health","Family,Relationships,Physical health,Career & Finances,Mental health,Spirituality",,,,,,,,,,,,,,,,,,,,Self - employed,0,,,Frustrated,Disappointed,,,,,stressed,"Yes, I had a reduction in working hours and/or wage",Work environment,4,4,4,4,5,5,5,5,9,Food & Consumer Goods,,Male,,30-40,I'm from New York State,White,Distant,xxxxx,2022-06-28 02:18:39,2022-06-28 02:22:47,14ba0a8626
sslgp4ir06grznsslgi07bag4kh2vrzb,Work,,,,,,People I didn't know,1,Bored,,,,,,Disappointed,,Threatened,Monthly,Once per year,Bored,,Excited,,,,,,Anxious,3,1,4,3,2,4,4,4,3,5,2,4,Proud,Optimistic,,,Disappointed,,,,,No,,,,,,,,,,,,,"Physical health,Career & Finances,Mental health,Relationships,Spirituality,Family","Spirituality,Physical health,Mental health,Relationships,Career & Finances,Family",,,,,,,,,,,,,,,,,,,,Fixed term employed,0,,Aggresive,,,,,,enthusiastic,stressed,"Yes, I quit my job",Career prospects,4,2," 1",4,4,4,2," 1",7,Real Estate,,Male,,40-50,I'm from New York State,Hispanic / Latino,Frustrated,xxxxx,2022-06-28 02:20:30,2022-06-28 02:21:49,1dfb037fe7
8r8gj8tf4jewo6m1iy28i8r8gjmzn0c2,Work,,,,,Alone,,,,,,,,,,,,Monthly,Every 3 months,Bored,Stressed,,,,Lonely,,,,3,3,5,4,2,4,4,3,4,3,4,5,Proud,,,,,Hostile,,Anxious,,No,,,,,,,,,,,,,"Family,Physical health,Career & Finances,Relationships,Mental health,Spirituality","Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family",,,,,,,,,,,,,,,,,,,,Permanent employed,0,,Aggresive,Frustrated,,Vulnerable,,,,,"Yes, my company went out of business",Financial reasons,4,3,4,5,2," 1",4,3,8,Information Technology,,Male,,30-40,I'm from New York State,Hispanic / Latino,Frustrated,xxxxx,2022-06-28 02:18:11,2022-06-28 02:19:45,f65f692036
mostfrahqotu5ii9mosth46kfrj90khz,Study,,,,,,People I didn't know,3,,Stressed,,,,,,Frustrated,Threatened,Monthly,Monthly,,Stressed,,,Peaceful,Lonely,,,,5,4,3,4,2,3,3,5,4,2,2,4,,Optimistic,,,Disappointed,,,Anxious,,No,,,,,,,,,,,,,"Physical health,Career & Finances,Mental health,Relationships,Spirituality,Family","Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality",Job,,Stressed,,,Optimistic,Lonely,,,,Yes because I dropped out university,Change in personal interests,,,,,Economic Difficulties,Started working,,,,,,,,,,,,,,,3,2,3," 1",3,3," 1",4,3,,Information and Computing Sciences,Male,,30-40,I'm from New York State,Hispanic / Latino,Disappointed,xxxxx,2022-06-28 02:16:20,2022-06-28 02:17:46,005501a5a4
kirofxcz7rjltjl05ajlkirobeq1n0ct,Study,Family,,,,,,2,Bored,Stressed,,,,,,,,Monthly,Daily,Bored,,,,,Lonely,,Disappointed,,4,5,4,5,4,5,5,4,5,4,5,4,,,Indifferent,,,,,,,No,,,,,,,,,,,,,"Family,Physical health,Mental health,Relationships,Spirituality,Career & Finances","Mental health,Family,Physical health,Relationships,Spirituality,Career & Finances",Family,,,,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,9,,Studies in Creative Arts and Writing,Male,,24-30,I'm from New York State,White,Vulnerable,xxxxx,2022-06-28 02:14:19,2022-06-28 02:17:10,315e0ae218
lodfs24mbnslfds4xbclodfsrzjm2wjj,Work,,,Pets,,,,,,,,,Peaceful,Lonely,Disappointed,,,Monthly,Every 3 months,Bored,,,Hopeful,,Lonely,,,,4,3,5,4,4,4,5,3,5,4,3,2,Proud,Optimistic,,,,Hostile,,,,No,,,,,,,,,,,,,"Spirituality,Physical health,Career & Finances,Mental health,Relationships,Family","Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family",,,,,,,,,,,,,,,,,,,,Unemployed,0,,,,,Vulnerable,,Optimistic,enthusiastic,,"Yes, due to smartworking",I wanted to work remotely,3,2,4," 1",3,2,4,2,8,Food & Consumer Goods,,Male,,50-60,I'm from New York State,Hispanic / Latino,Peaceful,xxxxx,2022-06-28 02:14:02,2022-06-28 02:15:41,94091b847d
k5ws60dfstwpwme11gfuk5ws62eakfur,Study,,,,,Alone,,,,,,,,,,,,Monthly,Once per year,,,Excited,Hopeful,,,Vulnerable,,,4,3,5,4,3,5,2,3,3,1,4,3,Proud,,,Vulnerable,,,Threatened,,,No,,,,,,,,,,,,,"Family,Physical health,Career & Finances,Mental health,Relationships,Spirituality","Relationships,Physical health,Mental health,Career & Finances,Spirituality,Family",Scholarship,Bored,,,,Optimistic,,,,Anxious,Yes because I dropped out university,,,,,,Economic Difficulties,,,,,,,,,,,,,,,,3,2,4," 1",4,4," 1",2,5,,"Language, Communication and Culture",Male,,24-30,I'm from New York State,Hispanic / Latino,Free,xxxxx,2022-06-28 02:12:07,2022-06-28 02:13:34,89f183bdcf
3dgupr005grduqqu6p3dgupgqe6wrxnw,Study,,,,Roommates,,,8,Bored,,,,,,Disappointed,,Threatened,Monthly,Once per year,Bored,Stressed,,,,,Vulnerable,,,3,3,4,4,3,5,4,2,4,3,4,5,Proud,Optimistic,,,,,,,Free,No,,,,,,,,,,,,,"Spirituality,Physical health,Career & Finances,Mental health,Relationships,Family","Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family",Job,,,Free,,,Lonely,,,Anxious,Yes because I dropped out university,,,,,Better Career Prospects,,,,,,,,,,,,,,,,,4,3," 1"," 1",3,2," 1",4,5,,Law and Legal Studies,Male,,18-20,I'm from New York State,Hispanic / Latino,Disappointed,xxxxx,2022-06-28 02:09:13,2022-06-28 02:10:47,4e7654e380
unk8igjqb1azl75pitunk8igjd2kubgc,Work,Family,,,,,,9,,,,,Peaceful,,Disappointed,,Threatened,Monthly,Monthly,,,Excited,,Peaceful,,,Disappointed,,5,4,4,5,3,4,5,4,3,4,2,3,,,,,,Hostile,,Anxious,Free,No,,,,,,,,,,,,,"Physical health,Career & Finances,Mental health,Relationships,Spirituality,Family","Spirituality,Physical health,Mental health,Relationships,Career & Finances,Family",,,,,,,,,,,,,,,,,,,,Self - employed,1,,Aggresive,,Disappointed,Vulnerable,,,,,"No, it didn’t change",,4," 1",3,3,5,4,3,2,3,Health Care,,Male,,60+,I'm from New York State,Hispanic / Latino,Anxious,xxxxx,2022-06-28 02:08:17,2022-06-28 02:08:56,4511eca3df
36510dosz2gn7s9xdzrd36510dsj6g7r,Study,,,Pets,,,,,,,Free,,Peaceful,,,Frustrated,,Weekly,Monthly,Bored,Stressed,,,,,,Disappointed,,4,4,5,4,4,5,4,4,3,5,4,3,,,,,Disappointed,Hostile,,Anxious,,No,,,,,,,,,,,,,"Family,Physical health,Career & Finances,Mental health,Relationships,Spirituality","Career & Finances,Physical health,Mental health,Relationships,Spirituality,Family",Scholarship,,,,,,,,Frustrated,,Yes because I dropped out university,,,,,,Economic Difficulties,,,,,,,,,,,,,,,,3,3," 1",3,4,3," 1",3,8,,Medical and Health Sciences,Male,,50-60,I'm from New York State,Hispanic / Latino,Distant,xxxxx,2022-06-28 02:05:28,2022-06-28 02:06:47,408cfee2a6
54xscsavbmalz22hwcykdwu54xscsgwm,Work,,,,,,People I didn't know,10,Bored,,Free,,,,,,Threatened,Monthly,Once per year,,Stressed,,,,,Vulnerable,Disappointed,,4,3,4,5,3,4,4,3,4,3,2,1,Proud,Optimistic,,,,,,Anxious,,No,,,,,,,,,,,,,"Spirituality,Physical health,Career & Finances,Mental health,Relationships,Family","Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family",,,,,,,,,,,,,,,,,,,,Fixed term employed,1,Free,,,Disappointed,,Lonely,,,,"Yes, I quit my job",I wanted to work remotely,4,3," 1",3,5,4,3,4,4,Utilities,,Male,,40-50,I come from abroad,Hispanic / Latino,Lonely,xxxxx,2022-06-28 02:03:36,2022-06-28 02:04:59,f50f48cbeb
8rhrlqz0r6gv6q00pdr58rhrlqba0uw3,Study,,Friends,,,,,3,,,,,Peaceful,,Disappointed,,Threatened,Monthly,Monthly,Bored,,,Hopeful,Peaceful,,,,,4,3,2,4,1,3,5,4,3,4,3,5,,,Indifferent,Vulnerable,,Hostile,,,,No,,,,,,,,,,,,,"Mental health,Physical health,Career & Finances,Relationships,Spirituality,Family","Relationships,Physical health,Mental health,Career & Finances,Spirituality,Family",Family,,,,,Optimistic,,Disappointed,Frustrated,,Yes because I changed my field of study,,,,,Better Career Prospects,,,,,,,,,,,,,,,,,3,2,4,4," 1",2,4,3,9,,Medical and Health Sciences,Male,,40-50,I'm from somewhere else in the US,Hispanic / Latino,Free,xxxxx,2022-06-28 02:01:33,2022-06-28 02:02:57,9a6a1e5247
6ivgcj0k3lveyf8qg7l6ivgskrhdp7ko,Work,,,,,Alone,,,,,,,,,,,,Weekly,Weekly,,Stressed,,,Peaceful,,Vulnerable,,,4,3,2,4,4,4,4,3,2,4,3,4,Proud,,,Vulnerable,,,Threatened,,,No,,,,,,,,,,,,,"Physical health,Spirituality,Career & Finances,Mental health,Relationships,Family","Family,Mental health,Physical health,Career & Finances,Relationships,Spirituality",,,,,,,,,,,,,,,,,,,,Self - employed,1,,Aggresive,,,Vulnerable,Lonely,,,,"Yes, due to smartworking",Change in personal interests,4,2,5,4,4,3,3," 1",6,Real Estate,,Male,,30-40,I'm from New York State,Hispanic / Latino,Frustrated,xxxxx,2022-06-28 01:59:48,2022-06-28 02:01:16,2511226d9f
dtrf6owgx3coxdtrxmzl154tlde57bks,Work,Family,,,,,,6,,,,Optimistic,Peaceful,,,,,Weekly,Daily,,,,Hopeful,,,,Disappointed,,5,5,5,5,5,5,5,4,5,5,4,5,,,,,,,,Anxious,,No,,,,,,,,,,,,,"Family,Career & Finances,Relationships,Physical health,Mental health,Spirituality","Mental health,Family,Relationships,Spirituality,Physical health,Career & Finances",,,,,,,,,,,,,,,,,,,,Permanent employed,0,,,,,Vulnerable,,,,,"Yes, I had a reduction in working hours and/or wage",Work environment,5," 1",2," 1",5,5,3,3,7,Media & Entertainment,,Female,,24-30,I'm from somewhere else in the US,White,Lonely,xxxxx,2022-06-28 01:57:14,2022-06-28 01:59:44,2aeeb7fed9
unwmdfkqdjuku35hupunwmdfrdykuq58,Work,,,,,Alone,,,,,,,,,,,,Weekly,Monthly,,,Excited,,,Lonely,,Disappointed,,3,5,3,4,5,3,5,4,4,4,3,3,,,Indifferent,Vulnerable,Disappointed,,,,,No,,,,,,,,,,,,,"Spirituality,Physical health,Career & Finances,Mental health,Relationships,Family","Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality",,,,,,,,,,,,,,,,,,,,Business owner,1,Free,,Frustrated,,Vulnerable,,,,,"Yes, my company went out of business",Mental health reasons,4,2,3," 1",4,3,4,5,8,Financials,,Male,,40-50,I'm from New York State,Hispanic / Latino,Vulnerable,xxxxx,2022-06-28 01:58:08,2022-06-28 01:59:32,8d8e1a315f
9nyhs68eclmhlbbr4mg49nyhs6knsign,Work,Family,,,,,,8,,,,,Peaceful,,Disappointed,Frustrated,,Daily,Monthly,,Stressed,Excited,,,Lonely,,,,4,2,5,2,4,4,5,3,5,3,4,2,Proud,Optimistic,,Vulnerable,,,,,,No,,,,,,,,,,,,,"Relationships,Career & Finances,Physical health,Mental health,Spirituality,Family","Spirituality,Physical health,Mental health,Relationships,Career & Finances,Family",,,,,,,,,,,,,,,,,,,,Permanent employed,1,,,Frustrated,Disappointed,Vulnerable,,,,,"Yes, I had a reduction in working hours and/or wage",Work environment,4,3," 1",4,4,2," 1",2,5,Other / I prefer not to answer,,Male,,50-60,I'm from New York State,Hispanic / Latino,Disappointed,xxxxx,2022-06-28 01:55:59,2022-06-28 01:57:36,26692f31d7
y890ohp4ivpj1l4e6y8906fb17kyyqv0,Work,Family,,,,,,4,,,Free,,,,,,,Daily,Daily,,,,,,,Vulnerable,,,5,5,2,5,5,4,4,3,1,5,5,3,,,,,Disappointed,,,,,No,,,,,,,,,,,,,"Career & Finances,Relationships,Physical health,Mental health,Spirituality,Family","Relationships,Family,Career & Finances,Physical health,Mental health,Spirituality",,,,,,,,,,,,,,,,,,,,Permanent employed,0,Free,,,,,,,,,"Yes, due to smartworking",Other / I prefer not to answer,5,3,5," 1",5,5,5,4,9,Media & Entertainment,,Male,,30-40,I'm from somewhere else in the US,White,Optimistic,xxxxx,2022-06-28 01:52:31,2022-06-28 01:55:44,2aeeb7fed9
njks6pyoexe5qf6oy4oxcc3lnjks6pyt,Work,Family,,,,,,10,Bored,,,,,Lonely,Disappointed,,,Monthly,Every 3 months,,,,,Peaceful,,Vulnerable,Disappointed,,4,3,2,4,5,5,1,3,5,4,2,4,Proud,Optimistic,,Vulnerable,,,,,,No,,,,,,,,,,,,,"Physical health,Relationships,Career & Finances,Mental health,Spirituality,Family","Career & Finances,Relationships,Physical health,Mental health,Spirituality,Family",,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,Aggresive,,Disappointed,Vulnerable,,,,,"Yes, due to smartworking",Career prospects,3,2,4,4," 1",2," 1",4,6,Utilities,,Male,,18-20,I'm from New York State,Hispanic / Latino,Distant,xxxxx,2022-06-28 01:54:14,2022-06-28 01:55:43,3e67fb4667
3ku993knyn6kbpa0hp3ku9933c8fqwai,Work,,,,,Alone,,,,,,,,,,,,Weekly,Once per year,Bored,,,,,,,,,3,4,4,3,5,4,2,3,3,3,2,3,,,,,Disappointed,,,,,No,,,,,,,,,,,,,"Physical health,Career & Finances,Mental health,Family,Relationships,Spirituality","Spirituality,Mental health,Career & Finances,Physical health,Relationships,Family",,,,,,,,,,,,,,,,,,,,Unemployed,1,,,,Disappointed,,,,,,"Yes, I was fired",Financial reasons,3,2,4,4,4,4,5,4,2,Financials,,Male,,20-24,I'm from New York State,White,Free,xxxxx,2022-06-28 01:49:27,2022-06-28 01:53:39,1cb1b03559
9usx4t3jvaccq9j7qt179usx4t76sggb,Study,,,Pets,,,,,,Stressed,,,,,Disappointed,Frustrated,,Monthly,Once per year,Bored,,,,Peaceful,Lonely,,,,5,3,4,2,5,4,3,2,4,2,5,4,Proud,,,Vulnerable,,Hostile,,,,No,,,,,,,,,,,,,"Family,Physical health,Career & Finances,Relationships,Mental health,Spirituality","Physical health,Career & Finances,Mental health,Relationships,Spirituality,Family",Family,,Stressed,,,,Lonely,,,Anxious,Yes because I changed my field of study,,,Family / Friends / Advisors Influence,Low grades,Better Career Prospects,Economic Difficulties,Started working,,,,,,,,,,,,,,,3," 1",4,2,4,4,2," 1",4,,Studies in Creative Arts and Writing,Male,,18-20,I'm from New York State,Hispanic / Latino,Disappointed,xxxxx,2022-06-28 01:51:32,2022-06-28 01:53:15,688ff66c7a
0oiohplvqqsoy91yucbvw40oiohplbe2,Study,,,Pets,,,,,,,,Optimistic,,,Disappointed,,Threatened,Monthly,Monthly,,,Excited,,,Lonely,,,Anxious,4,3,4,4,5,4,3,2,4,3,5,4,Proud,,Indifferent,,,Hostile,,,,No,,,,,,,,,,,,,"Physical health,Career & Finances,Mental health,Relationships,Spirituality,Family","Spirituality,Physical health,Mental health,Relationships,Career & Finances,Family",Loan,,,,,,Lonely,,Frustrated,Anxious,Yes because I dropped out university,,,Family / Friends / Advisors Influence,,Better Career Prospects,,Started working,,,,,,,,,,,,,,,3,2,4," 1",4," 1",3,4,6,,Agricultural and Veterinary Sciences,Male,,24-30,I'm from New York State,Hispanic / Latino,Vulnerable,xxxxx,2022-06-28 01:49:48,2022-06-28 01:51:08,ba4b74afa6
